"","title","cite2","cite","journal","study_ID","group_id","ef_type","domain","mean_id","sd_id","meanMA_id","sdMA_id","cohensd_ma","quality_cohensd_ma","study_year","iq_id","n_id","age_id","testName_short","testName","reliability","new_test","sex_ID_id","id_mixed_id","mean_magroup","sd_magroup","meanMA_magroup","iq_magroup","n_magroup","age_magroup","testdescription","sex_ID_magroup","effectsize_ID","reverse_scale","ef_component","yi","vi"
"11","Strengths and weaknesses in executive functioning in children with intellectual disability","Danielsson 2012","Danielsson et al. 2012","Research in Developmental Disabilities","2944","NSID","fluency","verbal",13.6,8.6,7.42,1.58333333333333,-0.366315789473684,1,2012,56.33,22,13.17,"D-KEFS letter fluency","D-KEFS letter fluency",0,2,0.55,1,24.45,5.1,8,109,22,7.33,"The planning, fluency, and verbal switching tasks from the Delis–Kaplan Test Battery (Delis, Kaplan, & Kramer, 2001) were
also given to the children. The ‘Sorting task’ was used to assess verbal and non-verbal planning and required the generation
of different ways to sort different types of picture cards into two discrete categories. The number of correct responses was
used as the measure planning – separate scores were available for verbal and non-verbal sorts.
The ‘Design fluency’ task required participants to generate as many different patterns as possible. The child was asked to
draw as many different designs as possible in 1 min, each in a different box, by connecting dots using four straight lines (with
no line drawn in isolation). The total number of different patterns created for two different sets of dots was used as the design
fluency measure.
In the ‘Verbal fluency’ task, the instructions were to generate as many words as possible in 1 min. All words should start
with a certain letter in the letter fluency task. All words should belong to a certain category in the category fluency task. For
both tasks, the measure used was total number of correct responses.
To assess verbal switching, the ‘category fluency switching task’ from the Delis–Kaplan Battery was used. The task
required children to generate category exemplars from two different categories alternately – hence requiring shifting
between each category. Scores represented the total number of correct answers from both categories in 1 min.
Finally, the ID/ED task from the CANTAB (Cambridge Cognition, 2006) was used to assess non-verbal switching. The task
required the participant to choose one of two figures on a computer screen; each figure contained both relevant and
irrelevant features with respect to the choice to be made and the figures became more complex as the task went on (features
included shapes, lines, and colours). The only guidance as to which features were important for the correct choices came
from feedback after each response was given via the touch screen (i.e. whether the choice had been correct or incorrect).
Once a participant had made a series of correct choices, the choice ‘criteria’ were altered and the participant was required to
use the correct/incorrect feedback to switch strategy with respect to the features used to make his or her choices. Total
number of errors made was scored.",0.68,"11",1,"other",-1.50705568090135,0.116718373015194
"12","Strengths and weaknesses in executive functioning in children with intellectual disability","Danielsson 2012","Danielsson et al. 2012","Research in Developmental Disabilities","2944","NSID","fluency","verbal",24.1,9.4,7.42,1.58333333333333,-0.366315789473684,1,2012,56.33,22,13.17,"D-KEFS category fluency","D-KEFS category fluency",0,2,0.55,1,26.7,4.6,8,109,22,7.33,"The planning, fluency, and verbal switching tasks from the Delis–Kaplan Test Battery (Delis, Kaplan, & Kramer, 2001) were
also given to the children. The ‘Sorting task’ was used to assess verbal and non-verbal planning and required the generation
of different ways to sort different types of picture cards into two discrete categories. The number of correct responses was
used as the measure planning – separate scores were available for verbal and non-verbal sorts.
The ‘Design fluency’ task required participants to generate as many different patterns as possible. The child was asked to
draw as many different designs as possible in 1 min, each in a different box, by connecting dots using four straight lines (with
no line drawn in isolation). The total number of different patterns created for two different sets of dots was used as the design
fluency measure.
In the ‘Verbal fluency’ task, the instructions were to generate as many words as possible in 1 min. All words should start
with a certain letter in the letter fluency task. All words should belong to a certain category in the category fluency task. For
both tasks, the measure used was total number of correct responses.
To assess verbal switching, the ‘category fluency switching task’ from the Delis–Kaplan Battery was used. The task
required children to generate category exemplars from two different categories alternately – hence requiring shifting
between each category. Scores represented the total number of correct answers from both categories in 1 min.
Finally, the ID/ED task from the CANTAB (Cambridge Cognition, 2006) was used to assess non-verbal switching. The task
required the participant to choose one of two figures on a computer screen; each figure contained both relevant and
irrelevant features with respect to the choice to be made and the figures became more complex as the task went on (features
included shapes, lines, and colours). The only guidance as to which features were important for the correct choices came
from feedback after each response was given via the touch screen (i.e. whether the choice had been correct or incorrect).
Once a participant had made a series of correct choices, the choice ‘criteria’ were altered and the participant was required to
use the correct/incorrect feedback to switch strategy with respect to the features used to make his or her choices. Total
number of errors made was scored.",0.68,"12",1,"other",-0.34503331968341,0.0922619089964972
"13","Strengths and weaknesses in executive functioning in children with intellectual disability","Danielsson 2012","Danielsson et al. 2012","Research in Developmental Disabilities","2944","NSID","fluency","visuospatial",8.55,5.57,7.42,1.58333333333333,-0.366315789473684,1,2012,56.33,22,13.17,"D-KEFS design fluency","D-KEFS design fluency",0,2,0.55,1,9.82,3.26,8,109,22,7.33,"The planning, fluency, and verbal switching tasks from the Delis–Kaplan Test Battery (Delis, Kaplan, & Kramer, 2001) were
also given to the children. The ‘Sorting task’ was used to assess verbal and non-verbal planning and required the generation
of different ways to sort different types of picture cards into two discrete categories. The number of correct responses was
used as the measure planning – separate scores were available for verbal and non-verbal sorts.
The ‘Design fluency’ task required participants to generate as many different patterns as possible. The child was asked to
draw as many different designs as possible in 1 min, each in a different box, by connecting dots using four straight lines (with
no line drawn in isolation). The total number of different patterns created for two different sets of dots was used as the design
fluency measure.
In the ‘Verbal fluency’ task, the instructions were to generate as many words as possible in 1 min. All words should start
with a certain letter in the letter fluency task. All words should belong to a certain category in the category fluency task. For
both tasks, the measure used was total number of correct responses.
To assess verbal switching, the ‘category fluency switching task’ from the Delis–Kaplan Battery was used. The task
required children to generate category exemplars from two different categories alternately – hence requiring shifting
between each category. Scores represented the total number of correct answers from both categories in 1 min.
Finally, the ID/ED task from the CANTAB (Cambridge Cognition, 2006) was used to assess non-verbal switching. The task
required the participant to choose one of two figures on a computer screen; each figure contained both relevant and
irrelevant features with respect to the choice to be made and the figures became more complex as the task went on (features
included shapes, lines, and colours). The only guidance as to which features were important for the correct choices came
from feedback after each response was given via the touch screen (i.e. whether the choice had been correct or incorrect).
Once a participant had made a series of correct choices, the choice ‘criteria’ were altered and the participant was required to
use the correct/incorrect feedback to switch strategy with respect to the features used to make his or her choices. Total
number of errors made was scored.",0.68,"13",1,"other",-0.273286130035068,0.0917577876007903
"14","Executive Functions in Young Males With Fragile X Syndrome in Comparison to Mental Age-Matched Controls: Baseline Findings From a Longitudinal Study","Hooper 2008","Hooper et al. 2008","Neuropsychology","1315","FXS","inhibition","visuospatial",9.24,5.09,5.44166666666667,0.591666666666667,0.23943661971831,1,2008,56.1,42,10.1,"Day-night","Day-night",0,2,1,0,13.07,2.96,5.3,NA,48,NA,"Two measures were used to assess
inhibition in the samples. The Day-Night Task is a classic measure
of inhibition that is similar to the traditional Stroop task (Diamond
& Taylor, 1996) that can be used with young children who cannot
yet read (3[1/2] to 7 years). Using the same procedure as Gerstadt,
Hong, and Diamond (1994), children were instructed to say “day”
when shown a picture of a moon and stars, and “night” to a picture
of the sun. Participants were presented with eight cards with a
diagram of a moon/stars and eight cards with a diagram of a sun
according to standard protocol for this task. The total number of
items correct from a series of 16 trials was used as a measure of
inhibition.",1,"14",1,"inhibition",-0.927807099948266,0.0494252238912705
"15","Executive Functions in Young Males With Fragile X Syndrome in Comparison to Mental Age-Matched Controls: Baseline Findings From a Longitudinal Study","Hooper 2008","Hooper et al. 2008","Neuropsychology","1315","FXS","inhibition","verbal",4.61,3.32,5.55,0.558333333333333,0.447761194029851,0,2008,56.4,31,10.1,"CNT self-correction","Self-correction on The Contingency Naming Test",0,2,1,0,2.74,1.82,5.3,NA,48,NA,"The Contingency Naming Test (CNT; Anderson, Anderson,
Northam, & Taylor, 2000) is another Stroop-like task developed
for children who cannot read. Kirk et al. (2005) used the CNT to
differentiate EF in children with FXS and Turner syndrome, and it
also has been used effectively to measure EF in adults with fragile
X (Bennetto, Taylor, Pennington, Porter, & Hagerman, 2001;
Mazzocco, Hagerman, & Pennington, 1992). The CNT consists of
four subtests with each subtest having 9 practice items and 27 test
items. Stimuli include shapes in which the outer shape and inner
shape are colored in green, pink, or blue. The first two tests are
baseline naming tasks in which participants are asked to either
name the color (Subtest 1) or the outer shape (Subtest 2) of each
item. To measure verbal inhibition, the total number of selfcorrections
for Subtests 1 and 2 was used in the data analyses. We
did not include self-corrections from all four subtests because
many of the boys with FXS were not able to complete Subtests 3
(simple switching task) and 4 (complex switching task) due to the
increasing difficulty of the tasks. Any child who did not demonstrate
at least two correct responses out of the 27 possible items for
Subtests 1 and 2 was excluded from the analyses. The CNT was
initially designed for children who were too young to be automatic
readers (Taylor, Albo, Phebus, Sachs, & Bierl, 1987). The ability
to switch rapidly between two simple response sets is theorized to
emerge between ages 3 and 4 years, while the ability to successfully
complete multidimensional switching tasks is further refined
between 7 and 9 years of age (Anderson, 2002). Therefore, we
expected children with and without FXS with MAs of 4 years and
older to be able to complete the simple switching task in Subtest 3
of the CNT.",1,"15",-1,"inhibition",-0.736789181581301,0.0565272098627234
"16","Executive Functions in Young Males With Fragile X Syndrome in Comparison to Mental Age-Matched Controls: Baseline Findings From a Longitudinal Study","Hooper 2008","Hooper et al. 2008","Neuropsychology","1315","FXS","shifting","verbal",12.5,5.5,5.59166666666667,0.541666666666667,0.538461538461537,0,2008,54.1,14,10.1,"CNT subtest 3","The Contingency Naming Test subtest 3 errors",0,2,1,0,3.68,5.07,5.3,NA,48,NA,"The Contingency Naming Test (CNT; Anderson, Anderson,
Northam, & Taylor, 2000) is another Stroop-like task developed
for children who cannot read. Kirk et al. (2005) used the CNT to
differentiate EF in children with FXS and Turner syndrome, and it
also has been used effectively to measure EF in adults with fragile
X (Bennetto, Taylor, Pennington, Porter, & Hagerman, 2001;
Mazzocco, Hagerman, & Pennington, 1992). The CNT consists of
four subtests with each subtest having 9 practice items and 27 test
items. Stimuli include shapes in which the outer shape and inner
shape are colored in green, pink, or blue. The first two tests are
baseline naming tasks in which participants are asked to either
name the color (Subtest 1) or the outer shape (Subtest 2) of each
item. To measure verbal inhibition, the total number of selfcorrections
for Subtests 1 and 2 was used in the data analyses. We
did not include self-corrections from all four subtests because
many of the boys with FXS were not able to complete Subtests 3
(simple switching task) and 4 (complex switching task) due to the
increasing difficulty of the tasks. Any child who did not demonstrate
at least two correct responses out of the 27 possible items for
Subtests 1 and 2 was excluded from the analyses. The CNT was
initially designed for children who were too young to be automatic
readers (Taylor, Albo, Phebus, Sachs, & Bierl, 1987). The ability
to switch rapidly between two simple response sets is theorized to
emerge between ages 3 and 4 years, while the ability to successfully
complete multidimensional switching tasks is further refined
between 7 and 9 years of age (Anderson, 2002). Therefore, we
expected children with and without FXS with MAs of 4 years and
older to be able to complete the simple switching task in Subtest 3
of the CNT.",1,"16",-1,"shifting",-1.68580449459889,0.115180749874887
"17","Executive Functions in Young Males With Fragile X Syndrome in Comparison to Mental Age-Matched Controls: Baseline Findings From a Longitudinal Study","Hooper 2008","Hooper et al. 2008","Neuropsychology","1315","FXS","other","visuospatial",16.18,15.98,5.54166666666667,0.525,0.460317460317461,0,2008,56.3,38,10.1,"Planning","WJ Planning",0,2,1,0,57.86,47.75,5.3,NA,48,NA,"The Planning task from the WJ-III requires children to trace the
dotted lines outlining increasingly more complex designs without
retracing over the lines or lifting the pencil from the paper.
Although the task is typically scored for number of lines the child
was unable to trace (errors), we used the total number of correct
units completed across designs as our measure of planning in an
effort to increase our variability in the range of responses. This
subtest has begun to be used as a measure of planning abilities in
children with other developmental disabilities, such as attentiondeficit/
hyperactivity disorder (ADHD; Harrier & DeOrnellas,
2005). Any child who received a raw score of 0 was not included
in the baseline analyses.",1,"17",1,"other",-1.10863454053851,0.0542948817865236
"18","Executive Functions in Young Males With Fragile X Syndrome in Comparison to Mental Age-Matched Controls: Baseline Findings From a Longitudinal Study","Hooper 2008","Hooper et al. 2008","Neuropsychology","1315","FXS","inhibition","visuospatial",3.89,2.47,5.55,0.541666666666667,0.461538461538462,0,2008,56.6,35,10.1,"Tower","Nepsy Tower",0,2,1,0,8.61,3.43,5.3,NA,48,NA,"Measures of planning. For this domain, two primary tasks
were employed: the Tower task from the NEPSY (Korkman, Kirk,
& Kemp, 1998) and the Planning task from the WJ-III.
The Tower is a disk transfer task that provides a measure of
planning and problem solving efficiency that has been used in
studies of children with autism (Joseph, McGrath, & Tager-Flusberg,
2005). The Tower task requires the participant to rearrange a
set of disks from its original configuration on three pegs to reach
a goal state, shown on a picture board, in a prescribed number of
moves without violating the rules (e.g., moving only one ball at a
time from one peg to another). As the task progresses, the trials
become increasingly difficult and more complex. Only trials
solved in the requested number of moves and within the allotted
time period are scored as correct and awarded 1 point for a
possible score of 0 to 20. This total raw score was used as a
measure of planning and problem solving efficiency. The Tower
was designed for children ages 5 through 12 years. Although we
administered it to some participants who were below the chronological
age intended for this task (i.e., age 5 years), no floor effects
were observed in the typically developing group, with all but one
of the MA-matched typically developing peers demonstrating the
ability to understand and complete this subtest with success. Additionally,
it is important to note that a majority of these young
participants were only a few months younger than 5 years. Any
child who received a raw score of 0 was not included in the
baseline analyses.",1,"18",1,"inhibition",-1.526209869137,0.0634367894026606
"19","Inhibitory control in children with intellectual disabilities with and without autism spectrum disorders in animal size tests","Ikeda 2014","Ikeda et al. 2014","International Journal of Developmental Disabilities","1833","NSID","inhibition","visuospatial",1.89,5.06,8.86,1.73,0.231213872832369,1,2014,59.1,11,15.83,"RAST control","Real Animal Size Test control condition",0,2,0.36,1,1.85,2.19,8.46,NA,21,8.46,"All participants were administered the Real Animal Size Test and the Pictorial Animal Size Test (Ikeda et al.,
2013) to investigate inhibitory control. In these tests, the participants were requested to report the size of six
animals divided into two distinct categories: big animals and small animals. The former included an elephant, a
giraffe, and a whale; the latter included a frog, a bird, and a squirrel.
In the Real Animal Size Test, participants were asked to make a decision based on the size of the animals in
real life: an elephant is a ‘big’ animal. In the control condition, all animals were presented as the same size
(12612 cm). Therefore, no interference arose from the size at which the animals were depicted in the picture.
In the incongruent condition, animals were presented in mismatching pictorial sizes with the animal category,
thereby eliciting interference related to the picture size: actually big animals were portrayed as small in a
picture (666 cm) and small animals were portrayed as big in a picture (18618 cm). Therefore, participants
were compelled to inhibit a response to the pictorial size and give a response related to the animal’s size in real
life in the incongruent condition.
In the Pictorial Animal Size Test, participants were asked to make a decision based on the picture size. In the
control condition, black rectangles were presented as either a big picture (18618 cm) or as a small picture
(666 cm). The condition elicited no interference. In the incongruent condition, as in the Real Animal Size
Test, animals were presented in mismatching pictorial sizes with the animal category, thereby eliciting
interference from the real size of the animals: actually big animals were shown as small images (666 cm) and
actually small animals were portrayed as large images (18618 cm). Participants were compelled to inhibit
their response to the size in real life and to give a response related to the pictorial size.",0.52,"19",-1,"inhibition",-0.0113833579548971,0.138530163228737
"20","Inhibitory control in children with intellectual disabilities with and without autism spectrum disorders in animal size tests","Ikeda 2014","Ikeda et al. 2014","International Journal of Developmental Disabilities","1833","NSID","inhibition","visuospatial",2.27,5.06,8.86,1.73,0.231213872832369,1,2014,59.1,11,15.83,"RAST incongruent","Real Animal Size Test incongruent condition",0,2,0.36,1,1.41,2.76,8.46,NA,21,8.46,"All participants were administered the Real Animal Size Test and the Pictorial Animal Size Test (Ikeda et al.,
2013) to investigate inhibitory control. In these tests, the participants were requested to report the size of six
animals divided into two distinct categories: big animals and small animals. The former included an elephant, a
giraffe, and a whale; the latter included a frog, a bird, and a squirrel.
In the Real Animal Size Test, participants were asked to make a decision based on the size of the animals in
real life: an elephant is a ‘big’ animal. In the control condition, all animals were presented as the same size
(12612 cm). Therefore, no interference arose from the size at which the animals were depicted in the picture.
In the incongruent condition, animals were presented in mismatching pictorial sizes with the animal category,
thereby eliciting interference related to the picture size: actually big animals were portrayed as small in a
picture (666 cm) and small animals were portrayed as big in a picture (18618 cm). Therefore, participants
were compelled to inhibit a response to the pictorial size and give a response related to the animal’s size in real
life in the incongruent condition.
In the Pictorial Animal Size Test, participants were asked to make a decision based on the picture size. In the
control condition, black rectangles were presented as either a big picture (18618 cm) or as a small picture
(666 cm). The condition elicited no interference. In the incongruent condition, as in the Real Animal Size
Test, animals were presented in mismatching pictorial sizes with the animal category, thereby eliciting
interference from the real size of the animals: actually big animals were shown as small images (666 cm) and
actually small animals were portrayed as large images (18618 cm). Participants were compelled to inhibit
their response to the size in real life and to give a response related to the pictorial size.",0.52,"20",-1,"inhibition",-0.227204948987837,0.139334733666335
"21","Inhibitory control in children with intellectual disabilities with and without autism spectrum disorders in animal size tests","Ikeda 2014","Ikeda et al. 2014","International Journal of Developmental Disabilities","1833","NSID","inhibition","visuospatial",0.76,1.69,8.86,1.73,0.231213872832369,1,2014,59.1,11,15.83,"PAST control","Pictorial Animal Size Test control condition",0,2,0.36,1,2.4,2.5,8.46,NA,21,8.46,"All participants were administered the Real Animal Size Test and the Pictorial Animal Size Test (Ikeda et al.,
2013) to investigate inhibitory control. In these tests, the participants were requested to report the size of six
animals divided into two distinct categories: big animals and small animals. The former included an elephant, a
giraffe, and a whale; the latter included a frog, a bird, and a squirrel.
In the Real Animal Size Test, participants were asked to make a decision based on the size of the animals in
real life: an elephant is a ‘big’ animal. In the control condition, all animals were presented as the same size
(12612 cm). Therefore, no interference arose from the size at which the animals were depicted in the picture.
In the incongruent condition, animals were presented in mismatching pictorial sizes with the animal category,
thereby eliciting interference related to the picture size: actually big animals were portrayed as small in a
picture (666 cm) and small animals were portrayed as big in a picture (18618 cm). Therefore, participants
were compelled to inhibit a response to the pictorial size and give a response related to the animal’s size in real
life in the incongruent condition.
In the Pictorial Animal Size Test, participants were asked to make a decision based on the picture size. In the
control condition, black rectangles were presented as either a big picture (18618 cm) or as a small picture
(666 cm). The condition elicited no interference. In the incongruent condition, as in the Real Animal Size
Test, animals were presented in mismatching pictorial sizes with the animal category, thereby eliciting
interference from the real size of the animals: actually big animals were shown as small images (666 cm) and
actually small animals were portrayed as large images (18618 cm). Participants were compelled to inhibit
their response to the size in real life and to give a response related to the pictorial size.",0.52,"21",-1,"inhibition",0.706576524389872,0.146328925790933
"22","Inhibitory control in children with intellectual disabilities with and without autism spectrum disorders in animal size tests","Ikeda 2014","Ikeda et al. 2014","International Journal of Developmental Disabilities","1833","NSID","inhibition","visuospatial",1.53,2.13,8.86,1.73,0.231213872832369,1,2014,59.1,11,15.83,"PAST incongruent","Pictorial Animal Size Test incongruent condition",0,2,0.36,1,2.99,3.27,8.46,NA,21,8.46,"All participants were administered the Real Animal Size Test and the Pictorial Animal Size Test (Ikeda et al.,
2013) to investigate inhibitory control. In these tests, the participants were requested to report the size of six
animals divided into two distinct categories: big animals and small animals. The former included an elephant, a
giraffe, and a whale; the latter included a frog, a bird, and a squirrel.
In the Real Animal Size Test, participants were asked to make a decision based on the size of the animals in
real life: an elephant is a ‘big’ animal. In the control condition, all animals were presented as the same size
(12612 cm). Therefore, no interference arose from the size at which the animals were depicted in the picture.
In the incongruent condition, animals were presented in mismatching pictorial sizes with the animal category,
thereby eliciting interference related to the picture size: actually big animals were portrayed as small in a
picture (666 cm) and small animals were portrayed as big in a picture (18618 cm). Therefore, participants
were compelled to inhibit a response to the pictorial size and give a response related to the animal’s size in real
life in the incongruent condition.
In the Pictorial Animal Size Test, participants were asked to make a decision based on the picture size. In the
control condition, black rectangles were presented as either a big picture (18618 cm) or as a small picture
(666 cm). The condition elicited no interference. In the incongruent condition, as in the Real Animal Size
Test, animals were presented in mismatching pictorial sizes with the animal category, thereby eliciting
interference from the real size of the animals: actually big animals were shown as small images (666 cm) and
actually small animals were portrayed as large images (18618 cm). Participants were compelled to inhibit
their response to the size in real life and to give a response related to the pictorial size.",0.52,"22",-1,"inhibition",0.484137318880564,0.142190465770839
"23","Executive function in adolescents with Down Syndrome","Lanfranchi 2010","Lanfranchi et al. 2010","Journal of intellectual disability research","1291","DS","inhibition","verbal",13.87,2.9,5.75,0.666666666666667,NA,0,2010,37.9,15,15.17,"Day-night","Day-night",0,2,0.53,0,15.67,0.82,NA,NA,15,5.75,"Inibition
Stroop Type Task – Day/NightVersion
(Gerstadt et al. 1994)
This task assessed the ability to inhibit a predominant
response. In this task, participants were asked
to say ‘night’ when they saw a picture of the sun
drawn on a white card, and ‘day’ when they saw a
picture of moon and stars drawn on a black card.
After being given a brief practice trial, participants
were then shown a sequence of 16 cards arranged in
a set order. Participants were also given a control
version of the task, in which they were taught to
associate two separate abstract drawings with the
words ‘night’ and ‘day’ and then again after a short
practice given a trial of 16 cards in an arranged
order. According to Gerstadt et al. (1994), the following
indices were registered: number of correct
responses for experimental and control condition,
number of correct responses in the first four trials
for experimental and control condition, and
number of correct responses in the last four trials
for experimental and control condition. The
minimum score was 0 and the maximum was 16,
for both experimental and control conditions.",0.53,"23",1,"inhibition",-0.821806798246926,0.144589440227414
"24","Executive function in adolescents with Down Syndrome","Lanfranchi 2010","Lanfranchi et al. 2010","Journal of intellectual disability research","1291","DS","shifting","verbal",19,1.96,5.75,0.666666666666667,NA,0,2010,37.9,15,15.17,"Rule Shift Card 1","Rule Shift Card Test 1",0,2,0.53,0,19.87,1.46,NA,NA,15,5.75,"Set shifting
Rule Shift Card Test – (Wilson et al. 1996)
This test assessed the ability to respond correctly to
a rule and then to shift from that rule to another
one. In the first part of the task, participants were
asked to say ‘yes’ when they saw a red card, and
‘no’ when they saw a black card. In the second part
of the test, participants were asked to respond ‘yes’
if the card that had just been turned over was the
same colour as the previously turned card, and ‘no’
if it was a different colour.The challenge in the
second part of the task was therefore to concentrate
on applying the new rule. The number of correct
responses in both tasks was recorded. The
minimum score was 0, and the maximum was 21
for both the first and the second parts.",0.53,"24",1,"shifting",-0.489793775113139,0.137331632368993
"25","Executive function in adolescents with Down Syndrome","Lanfranchi 2010","Lanfranchi et al. 2010","Journal of intellectual disability research","1291","DS","shifting","verbal",12.8,2.43,5.75,0.666666666666667,NA,0,2010,37.9,15,15.17,"Rule Shift Card 2","Rule Shift Card Test 2",0,2,0.53,0,15.4,3.5,NA,NA,15,5.75,"Set shifting
Rule Shift Card Test – (Wilson et al. 1996)
This test assessed the ability to respond correctly to
a rule and then to shift from that rule to another
one. In the first part of the task, participants were
asked to say ‘yes’ when they saw a red card, and
‘no’ when they saw a black card. In the second part
of the test, participants were asked to respond ‘yes’
if the card that had just been turned over was the
same colour as the previously turned card, and ‘no’
if it was a different colour.The challenge in the
second part of the task was therefore to concentrate
on applying the new rule. The number of correct
responses in both tasks was recorded. The
minimum score was 0, and the maximum was 21
for both the first and the second parts.",0.53,"25",1,"shifting",-0.839602947043856,0.145082218478079
"26","Executive function in adolescents with Down Syndrome","Lanfranchi 2010","Lanfranchi et al. 2010","Journal of intellectual disability research","1291","DS","shifting","visuospatial",2,0.85,5.75,0.666666666666667,NA,0,2010,37.9,15,15.17,"Modified Card Sorting","Modified Card Sorting Test",0,2,0.53,0,3.87,1.3,NA,NA,15,5.75,"Conceptual shifting
Modified Card Sorting Test (Nelson 1976)
The Modified Card Sorting Test (MCST) was proposed
by Nelson (1976) as a reduced version of the
Wisconsin Card Sorting Test (Berg 1948). In the
MCST, four stimulus cards are placed in front of
the child: the first card portrays a single red triangle,
the second card shows two green stars, the
third one, three yellow crosses and the fourth one,
four blue circles. Participants are required to match
each card according to colour, shape or number
with every consecutive card of a set of 48 response
cards, portraying all possible combinations of colour
(red, green, yellow, blue), shape (triangles, stars,
crosses, circles) or number (one to four). Participants
are informed if their choice is correct or not,
without, however, making suggestions regarding the
sorting criterion. After the participant had completed
six consecutive correct sorts (completion of a
‘category’), he or she was explicitly informed that
the sorting criterion had changed, with the phrase:
‘The rules have now changed. I want you to find
another rule’. The procedure continued until the
participant completed the three categories twice, or
until all 48 response cards were used.
The following parameters were recorded, according
to Cianchetti et al. (2007) and Temple et al.
(1996):
1 Categories completed. This criterion corresponds
to the number of sequences of six consecutive
correct matches the participant completes during
the test (minimum score 0, maximum score 6).
2 Percentage of responses that were correct.
3 Perseverative errors: according to this criterion, an error is perseverative when the participant persists
in the same category as that of the previously
incorrect response.We also included in this criterion
errors made when the participant did not
change category after being told that the rules had
changed.
4 Non-perseverative errors: all errors not classified
as ‘perseverative errors’.",0.53,"26",1,"shifting",-1.65655356105064,0.179069495010493
"27","Executive function in adolescents with Down Syndrome","Lanfranchi 2010","Lanfranchi et al. 2010","Journal of intellectual disability research","1291","DS","inhibition","visuospatial",3.8,2.68,5.75,0.666666666666667,NA,0,2010,37.9,15,15.17,"Tower","Tower of London",0,2,0.53,0,9.67,2.5,NA,NA,15,5.75,"Planning
Tower of London
The Tower of London (Shallice 1982) assesses
problem-solving and spatial planning. Instructions
for administration were taken from Sannio Fancello
et al. (2006).Test material consisted of a board,
13 cm ¥ 5 cm ¥ 1.5 cm, with three pegs of increasing
height (9.5 cm, 6.5 cm and 3.5 cm) and three balls
red, blue and green. The balls were 3 cm in diameter
with 1.3 cm diameter central hole. A5 (paper
size) coloured photographs of the target configurations
were provided. The child was asked to match
the target configuration, shown on a photograph,
from a standard start configuration by moving the
balls in accordance with set rules.The child had
three attempts to solve each problem. Problems
increased in difficulty from those which could be
performed in a minimum of three moves to problems
that could only be performed in a minimum
of seven moves. Each level of move had three different
problems, giving a total of 12 problems, altogether.
Participants were given a practice two-move
problem, in order to help them understand what
they had to do.The following scores were recorded:
the number of problems solved correctly (min 0,
max 12), the number of problems solved correctly
in the minimum number of moves (min 0, max 12)
and the number of problems solved correctly at the
first attempt (min 0, max 12). The first problem
was a training task, following which 12 problems of
increasing complexity were presented.",0.53,"27",1,"inhibition",-2.20373226424695,0.214273931541383
"28","Executive function in adolescents with Down Syndrome","Lanfranchi 2010","Lanfranchi et al. 2010","Journal of intellectual disability research","1291","DS","fluency","verbal",9.13,5.36,5.75,0.666666666666667,NA,0,2010,37.9,15,15.17,"Letter fluency","FAS verbal fluency",0,2,0.53,0,8,4.47,NA,NA,15,5.75,"Verbal fluency
Verbal fluency, in which participants produce as
many words belonging to the same category (e.g.
same initial letter or same semantic category) as
they can within a fixed period of time, is an established
test of EF (e.g. Pennington & Ozonoff 1996).
Two variations of this task were given to participants.
The first was the FAS task, a traditional
verbal fluency test (Newcombe 1969). Participants
were asked to produce as many words as they could
that started with the letters F, A and S within a
minute. Participants were given a score for the
number of words produced for each letter and,
from that, a total score was derived. The number of
errors and number of words that were repeated
were also recorded.To assess semantic fluency, participants
were asked to name, within a minute, as
many items as possible from three semantic categories:
animals, objects and occupations (Temple et al.
1996). Participants were given a score for the
number of words generated for each of the three
categories. From that, a total score was derived. The
number of errors and number of repeated words
was also recorded.",0.53,"28",1,"other",0.222774094256489,0.134160471617863
"29","Executive function in adolescents with Down Syndrome","Lanfranchi 2010","Lanfranchi et al. 2010","Journal of intellectual disability research","1291","DS","fluency","verbal",19.6,10.19,5.75,0.666666666666667,NA,0,2010,37.9,15,15.17,"Category fluency","Category fluency",0,2,0.53,0,13.2,7.1,NA,NA,15,5.75,"Verbal fluency
Verbal fluency, in which participants produce as
many words belonging to the same category (e.g.
same initial letter or same semantic category) as
they can within a fixed period of time, is an established
test of EF (e.g. Pennington & Ozonoff 1996).
Two variations of this task were given to participants.
The first was the FAS task, a traditional
verbal fluency test (Newcombe 1969). Participants
were asked to produce as many words as they could
that started with the letters F, A and S within a
minute. Participants were given a score for the
number of words produced for each letter and,
from that, a total score was derived. The number of
errors and number of words that were repeated
were also recorded.To assess semantic fluency, participants
were asked to name, within a minute, as
many items as possible from three semantic categories:
animals, objects and occupations (Temple et al.
1996). Participants were given a score for the
number of words generated for each of the three
categories. From that, a total score was derived. The
number of errors and number of repeated words
was also recorded.",0.53,"29",1,"other",0.709039475204941,0.141712282956648
